frame_index,t_rel_s,interval_s,size_bytes,width,height,file
517,69.171,0.093,5283,324,244,frame_00517.jpg
518,69.296,0.125,5274,324,244,frame_00518.jpg
519,69.437,0.141,5272,324,244,frame_00519.jpg
520,69.578,0.141,5280,324,244,frame_00520.jpg
521,69.687,0.109,5292,324,244,frame_00521.jpg
522,69.89,0.203,5353,324,244,frame_00522.jpg
523,70.0,0.11,5261,324,244,frame_00523.jpg
524,70.093,0.093,5342,324,244,frame_00524.jpg
525,70.218,0.125,5274,324,244,frame_00525.jpg
526,70.359,0.141,5287,324,244,frame_00526.jpg
527,70.5,0.141,5234,324,244,frame_00527.jpg
528,70.625,0.125,5274,324,244,frame_00528.jpg
529,70.796,0.171,5189,324,244,frame_00529.jpg
530,70.937,0.141,5255,324,244,frame_00530.jpg
531,71.062,0.125,5319,324,244,frame_00531.jpg
532,71.203,0.141,5246,324,244,frame_00532.jpg
533,71.328,0.125,5306,324,244,frame_00533.jpg
534,71.421,0.093,5208,324,244,frame_00534.jpg
535,71.546,0.125,5318,324,244,frame_00535.jpg
536,71.671,0.125,5231,324,244,frame_00536.jpg
537,71.843,0.172,5300,324,244,frame_00537.jpg
538,71.953,0.11,5234,324,244,frame_00538.jpg
539,72.093,0.14,5247,324,244,frame_00539.jpg
540,72.203,0.11,5207,324,244,frame_00540.jpg
541,72.343,0.14,5305,324,244,frame_00541.jpg
542,72.468,0.125,5278,324,244,frame_00542.jpg
543,72.656,0.188,5296,324,244,frame_00543.jpg
544,72.734,0.078,5199,324,244,frame_00544.jpg
545,72.906,0.172,5260,324,244,frame_00545.jpg
546,73.062,0.156,5272,324,244,frame_00546.jpg
547,73.125,0.063,5260,324,244,frame_00547.jpg
548,73.281,0.156,5283,324,244,frame_00548.jpg
549,73.39,0.109,5325,324,244,frame_00549.jpg
550,73.531,0.141,5274,324,244,frame_00550.jpg
551,73.671,0.14,5258,324,244,frame_00551.jpg
552,73.796,0.125,5272,324,244,frame_00552.jpg
553,73.921,0.125,5265,324,244,frame_00553.jpg
554,74.109,0.188,5280,324,244,frame_00554.jpg
555,74.203,0.094,5280,324,244,frame_00555.jpg
556,74.328,0.125,5299,324,244,frame_00556.jpg
557,74.484,0.156,5325,324,244,frame_00557.jpg
558,74.609,0.125,5366,324,244,frame_00558.jpg
559,74.781,0.172,5274,324,244,frame_00559.jpg
560,74.859,0.078,5289,324,244,frame_00560.jpg
561,75.031,0.172,5310,324,244,frame_00561.jpg
562,75.109,0.078,5361,324,244,frame_00562.jpg
563,75.25,0.141,5240,324,244,frame_00563.jpg
564,75.39,0.14,5227,324,244,frame_00564.jpg
565,75.531,0.141,5228,324,244,frame_00565.jpg
566,75.64,0.109,5259,324,244,frame_00566.jpg
567,75.781,0.141,5305,324,244,frame_00567.jpg
568,75.921,0.14,5265,324,244,frame_00568.jpg
569,76.031,0.11,5242,324,244,frame_00569.jpg
570,76.171,0.14,5203,324,244,frame_00570.jpg
571,76.296,0.125,5287,324,244,frame_00571.jpg
572,76.453,0.157,5231,324,244,frame_00572.jpg
573,76.562,0.109,5327,324,244,frame_00573.jpg
574,76.703,0.141,5310,324,244,frame_00574.jpg
575,76.843,0.14,5272,324,244,frame_00575.jpg
576,76.968,0.125,5234,324,244,frame_00576.jpg
577,77.093,0.125,5295,324,244,frame_00577.jpg
578,77.234,0.141,5259,324,244,frame_00578.jpg
579,77.375,0.141,5248,324,244,frame_00579.jpg
580,77.5,0.125,5294,324,244,frame_00580.jpg
581,77.64,0.14,5285,324,244,frame_00581.jpg
582,77.781,0.141,5231,324,244,frame_00582.jpg
583,77.906,0.125,5275,324,244,frame_00583.jpg
584,78.031,0.125,5276,324,244,frame_00584.jpg
585,78.187,0.156,5298,324,244,frame_00585.jpg
586,78.296,0.109,5305,324,244,frame_00586.jpg
587,78.406,0.11,5245,324,244,frame_00587.jpg
588,78.546,0.14,5324,324,244,frame_00588.jpg
589,78.703,0.157,5269,324,244,frame_00589.jpg
590,78.828,0.125,5275,324,244,frame_00590.jpg
591,78.953,0.125,5259,324,244,frame_00591.jpg
592,79.078,0.125,5279,324,244,frame_00592.jpg
593,79.218,0.14,5239,324,244,frame_00593.jpg
594,79.343,0.125,5275,324,244,frame_00594.jpg
595,79.468,0.125,5262,324,244,frame_00595.jpg
596,79.625,0.157,5252,324,244,frame_00596.jpg
597,79.75,0.125,5270,324,244,frame_00597.jpg
598,79.89,0.14,5271,324,244,frame_00598.jpg
599,80.0,0.11,5282,324,244,frame_00599.jpg
600,80.14,0.14,5254,324,244,frame_00600.jpg
601,80.265,0.125,5229,324,244,frame_00601.jpg
602,80.437,0.172,5223,324,244,frame_00602.jpg
603,80.546,0.109,5251,324,244,frame_00603.jpg
604,80.656,0.11,5314,324,244,frame_00604.jpg
605,80.843,0.187,5182,324,244,frame_00605.jpg
606,80.953,0.11,5226,324,244,frame_00606.jpg
607,81.062,0.109,5296,324,244,frame_00607.jpg
608,81.187,0.125,5233,324,244,frame_00608.jpg
609,81.343,0.156,5199,324,244,frame_00609.jpg
610,81.468,0.125,5247,324,244,frame_00610.jpg
611,81.593,0.125,5314,324,244,frame_00611.jpg
612,81.734,0.141,5266,324,244,frame_00612.jpg
613,81.875,0.141,5186,324,244,frame_00613.jpg
614,81.984,0.109,5248,324,244,frame_00614.jpg
615,82.109,0.125,5176,324,244,frame_00615.jpg
616,82.234,0.125,5248,324,244,frame_00616.jpg
617,82.375,0.141,5276,324,244,frame_00617.jpg
618,82.515,0.14,5271,324,244,frame_00618.jpg
619,82.64,0.125,5214,324,244,frame_00619.jpg
620,82.781,0.141,5220,324,244,frame_00620.jpg
621,82.906,0.125,5259,324,244,frame_00621.jpg
622,83.031,0.125,5203,324,244,frame_00622.jpg
623,83.218,0.187,5221,324,244,frame_00623.jpg
624,83.312,0.094,5254,324,244,frame_00624.jpg
625,83.437,0.125,5218,324,244,frame_00625.jpg
626,83.562,0.125,5192,324,244,frame_00626.jpg
627,83.703,0.141,5170,324,244,frame_00627.jpg
628,83.843,0.14,5198,324,244,frame_00628.jpg
629,83.984,0.141,5204,324,244,frame_00629.jpg
630,84.125,0.141,5282,324,244,frame_00630.jpg
631,84.234,0.109,5258,324,244,frame_00631.jpg
632,84.375,0.141,5267,324,244,frame_00632.jpg
633,84.484,0.109,5201,324,244,frame_00633.jpg
634,84.64,0.156,5246,324,244,frame_00634.jpg
635,84.765,0.125,5213,324,244,frame_00635.jpg
636,84.89,0.125,5268,324,244,frame_00636.jpg
637,85.046,0.156,5234,324,244,frame_00637.jpg
638,85.156,0.11,5262,324,244,frame_00638.jpg
639,85.281,0.125,5293,324,244,frame_00639.jpg
640,85.421,0.14,5282,324,244,frame_00640.jpg
641,85.578,0.157,5196,324,244,frame_00641.jpg
642,85.687,0.109,5275,324,244,frame_00642.jpg
643,85.828,0.141,5311,324,244,frame_00643.jpg
644,85.968,0.14,5203,324,244,frame_00644.jpg
645,86.078,0.11,5213,324,244,frame_00645.jpg
646,86.203,0.125,5170,324,244,frame_00646.jpg
647,86.343,0.14,5233,324,244,frame_00647.jpg
648,86.484,0.141,5248,324,244,frame_00648.jpg
649,86.656,0.172,5193,324,244,frame_00649.jpg
650,86.734,0.078,5261,324,244,frame_00650.jpg
651,86.875,0.141,5254,324,244,frame_00651.jpg
652,87.015,0.14,5286,324,244,frame_00652.jpg
653,87.125,0.11,5210,324,244,frame_00653.jpg
654,87.265,0.14,5260,324,244,frame_00654.jpg
655,87.421,0.156,5314,324,244,frame_00655.jpg
656,87.578,0.157,5178,324,244,frame_00656.jpg
657,87.656,0.078,5199,324,244,frame_00657.jpg
658,87.812,0.156,5176,324,244,frame_00658.jpg
659,87.921,0.109,5213,324,244,frame_00659.jpg
660,88.125,0.204,5286,324,244,frame_00660.jpg
661,88.187,0.062,5211,324,244,frame_00661.jpg
662,88.359,0.172,5235,324,244,frame_00662.jpg
663,88.515,0.156,5226,324,244,frame_00663.jpg
664,88.593,0.078,5264,324,244,frame_00664.jpg
665,88.734,0.141,5246,324,244,frame_00665.jpg
666,88.906,0.172,5268,324,244,frame_00666.jpg
667,89.0,0.094,5259,324,244,frame_00667.jpg
668,89.109,0.109,5223,324,244,frame_00668.jpg
669,89.25,0.141,5212,324,244,frame_00669.jpg
670,89.375,0.125,5236,324,244,frame_00670.jpg
671,89.546,0.171,5262,324,244,frame_00671.jpg
672,89.656,0.11,5245,324,244,frame_00672.jpg
673,89.781,0.125,5269,324,244,frame_00673.jpg
674,89.921,0.14,5218,324,244,frame_00674.jpg
675,90.062,0.141,5210,324,244,frame_00675.jpg
676,90.171,0.109,5258,324,244,frame_00676.jpg
677,90.296,0.125,5233,324,244,frame_00677.jpg
678,90.437,0.141,5252,324,244,frame_00678.jpg
679,90.578,0.141,5242,324,244,frame_00679.jpg
680,90.687,0.109,5243,324,244,frame_00680.jpg
681,90.843,0.156,5256,324,244,frame_00681.jpg
682,90.984,0.141,5277,324,244,frame_00682.jpg
683,91.093,0.109,5270,324,244,frame_00683.jpg
684,91.281,0.188,5245,324,244,frame_00684.jpg
685,91.359,0.078,5157,324,244,frame_00685.jpg
686,91.5,0.141,5221,324,244,frame_00686.jpg
687,91.625,0.125,5269,324,244,frame_00687.jpg
688,91.765,0.14,5205,324,244,frame_00688.jpg
689,91.906,0.141,5214,324,244,frame_00689.jpg
690,92.015,0.109,5261,324,244,frame_00690.jpg
691,92.14,0.125,5278,324,244,frame_00691.jpg
692,92.296,0.156,5243,324,244,frame_00692.jpg
693,92.421,0.125,5211,324,244,frame_00693.jpg
694,92.593,0.172,5214,324,244,frame_00694.jpg
695,92.687,0.094,5239,324,244,frame_00695.jpg
696,92.843,0.156,5252,324,244,frame_00696.jpg
697,92.937,0.094,5242,324,244,frame_00697.jpg
698,93.078,0.141,5321,324,244,frame_00698.jpg
699,93.265,0.187,5251,324,244,frame_00699.jpg
700,93.343,0.078,5281,324,244,frame_00700.jpg
701,93.468,0.125,5313,324,244,frame_00701.jpg
702,93.609,0.141,5252,324,244,frame_00702.jpg
703,93.765,0.156,5195,324,244,frame_00703.jpg
704,94.015,0.25,5252,324,244,frame_00704.jpg
705,94.125,0.11,5208,324,244,frame_00705.jpg
706,94.265,0.14,5260,324,244,frame_00706.jpg
707,94.39,0.125,5186,324,244,frame_00707.jpg
708,94.531,0.141,5212,324,244,frame_00708.jpg
709,94.703,0.172,5193,324,244,frame_00709.jpg
710,94.796,0.093,5195,324,244,frame_00710.jpg
711,94.937,0.141,5252,324,244,frame_00711.jpg
712,95.046,0.109,5242,324,244,frame_00712.jpg
713,95.187,0.141,5195,324,244,frame_00713.jpg
714,95.484,0.297,5266,324,244,frame_00714.jpg
715,95.593,0.109,5196,324,244,frame_00715.jpg
716,95.734,0.141,5221,324,244,frame_00716.jpg
717,95.843,0.109,5304,324,244,frame_00717.jpg
718,96.015,0.172,5208,324,244,frame_00718.jpg
719,96.109,0.094,5252,324,244,frame_00719.jpg
720,96.312,0.203,5222,324,244,frame_00720.jpg
721,96.39,0.078,5213,324,244,frame_00721.jpg
722,96.515,0.125,5292,324,244,frame_00722.jpg
723,96.64,0.125,5156,324,244,frame_00723.jpg
724,96.781,0.141,5189,324,244,frame_00724.jpg
725,96.921,0.14,5232,324,244,frame_00725.jpg
726,97.062,0.141,5247,324,244,frame_00726.jpg
727,97.187,0.125,5237,324,244,frame_00727.jpg
728,97.296,0.109,5221,324,244,frame_00728.jpg
729,97.453,0.157,5201,324,244,frame_00729.jpg
730,97.609,0.156,5251,324,244,frame_00730.jpg
731,97.703,0.094,5181,324,244,frame_00731.jpg
732,97.843,0.14,5274,324,244,frame_00732.jpg
733,97.953,0.11,5301,324,244,frame_00733.jpg
734,98.156,0.203,5298,324,244,frame_00734.jpg
735,98.25,0.094,5271,324,244,frame_00735.jpg
736,98.359,0.109,5198,324,244,frame_00736.jpg
737,98.484,0.125,5237,324,244,frame_00737.jpg
738,98.625,0.141,5285,324,244,frame_00738.jpg
739,98.765,0.14,5251,324,244,frame_00739.jpg
740,98.89,0.125,5186,324,244,frame_00740.jpg
741,99.031,0.141,5214,324,244,frame_00741.jpg
742,99.187,0.156,5217,324,244,frame_00742.jpg
743,99.343,0.156,5231,324,244,frame_00743.jpg
744,99.453,0.11,5265,324,244,frame_00744.jpg
745,99.546,0.093,5207,324,244,frame_00745.jpg
746,99.687,0.141,5267,324,244,frame_00746.jpg
747,99.812,0.125,5230,324,244,frame_00747.jpg
748,100.0,0.188,5261,324,244,frame_00748.jpg
749,100.125,0.125,5235,324,244,frame_00749.jpg
750,100.203,0.078,5179,324,244,frame_00750.jpg
751,100.328,0.125,5203,324,244,frame_00751.jpg
752,100.515,0.187,5229,324,244,frame_00752.jpg
753,100.593,0.078,5241,324,244,frame_00753.jpg
754,100.734,0.141,5172,324,244,frame_00754.jpg
755,100.89,0.156,5190,324,244,frame_00755.jpg
756,101.062,0.172,5184,324,244,frame_00756.jpg
757,101.125,0.063,5136,324,244,frame_00757.jpg
758,101.265,0.14,5149,324,244,frame_00758.jpg
759,101.437,0.172,5124,324,244,frame_00759.jpg
760,101.531,0.094,5162,324,244,frame_00760.jpg
761,101.671,0.14,5161,324,244,frame_00761.jpg
762,101.796,0.125,5184,324,244,frame_00762.jpg
763,101.953,0.157,5055,324,244,frame_00763.jpg
764,102.046,0.093,5074,324,244,frame_00764.jpg
765,102.187,0.141,5019,324,244,frame_00765.jpg
766,102.312,0.125,5032,324,244,frame_00766.jpg
767,102.453,0.141,5084,324,244,frame_00767.jpg
768,102.578,0.125,5046,324,244,frame_00768.jpg
769,102.718,0.14,5013,324,244,frame_00769.jpg
770,102.859,0.141,4965,324,244,frame_00770.jpg
771,102.968,0.109,4886,324,244,frame_00771.jpg
772,103.109,0.141,4867,324,244,frame_00772.jpg
773,103.234,0.125,4912,324,244,frame_00773.jpg
774,103.375,0.141,4991,324,244,frame_00774.jpg
775,103.5,0.125,4959,324,244,frame_00775.jpg
776,103.64,0.14,4971,324,244,frame_00776.jpg
777,103.812,0.172,4986,324,244,frame_00777.jpg
778,103.906,0.094,5032,324,244,frame_00778.jpg
779,104.031,0.125,5035,324,244,frame_00779.jpg
780,104.171,0.14,5090,324,244,frame_00780.jpg
781,104.296,0.125,5021,324,244,frame_00781.jpg
782,104.421,0.125,5040,324,244,frame_00782.jpg
783,104.562,0.141,5074,324,244,frame_00783.jpg
784,104.703,0.141,5138,324,244,frame_00784.jpg
785,104.828,0.125,5069,324,244,frame_00785.jpg
786,104.953,0.125,5125,324,244,frame_00786.jpg
787,105.078,0.125,5190,324,244,frame_00787.jpg
788,105.218,0.14,5254,324,244,frame_00788.jpg
789,105.343,0.125,5200,324,244,frame_00789.jpg
790,105.531,0.188,5299,324,244,frame_00790.jpg
791,105.625,0.094,5279,324,244,frame_00791.jpg
792,105.75,0.125,5240,324,244,frame_00792.jpg
793,105.875,0.125,5233,324,244,frame_00793.jpg
794,106.046,0.171,5230,324,244,frame_00794.jpg
795,106.156,0.11,5270,324,244,frame_00795.jpg
796,106.281,0.125,5228,324,244,frame_00796.jpg
797,106.406,0.125,5253,324,244,frame_00797.jpg
798,106.546,0.14,5178,324,244,frame_00798.jpg
799,106.671,0.125,5259,324,244,frame_00799.jpg
800,106.812,0.141,5249,324,244,frame_00800.jpg
801,106.984,0.172,5279,324,244,frame_00801.jpg
802,107.062,0.078,5277,324,244,frame_00802.jpg
803,107.234,0.172,5270,324,244,frame_00803.jpg
804,107.375,0.141,5256,324,244,frame_00804.jpg
805,107.468,0.093,5238,324,244,frame_00805.jpg
806,107.593,0.125,5226,324,244,frame_00806.jpg
807,107.734,0.141,5288,324,244,frame_00807.jpg
808,107.875,0.141,5305,324,244,frame_00808.jpg
809,108.046,0.171,5218,324,244,frame_00809.jpg
810,108.125,0.079,5227,324,244,frame_00810.jpg
811,108.265,0.14,5218,324,244,frame_00811.jpg
812,108.406,0.141,5301,324,244,frame_00812.jpg
813,108.531,0.125,5193,324,244,frame_00813.jpg
814,108.671,0.14,5266,324,244,frame_00814.jpg
815,108.796,0.125,5304,324,244,frame_00815.jpg
816,109.062,0.266,5246,324,244,frame_00816.jpg
817,109.203,0.141,5261,324,244,frame_00817.jpg
818,109.312,0.109,5291,324,244,frame_00818.jpg
819,109.5,0.188,5202,324,244,frame_00819.jpg
820,109.578,0.078,5227,324,244,frame_00820.jpg
821,109.734,0.156,5250,324,244,frame_00821.jpg
822,109.89,0.156,5214,324,244,frame_00822.jpg
823,109.984,0.094,5208,324,244,frame_00823.jpg
824,110.109,0.125,5251,324,244,frame_00824.jpg
825,110.281,0.172,5253,324,244,frame_00825.jpg
826,110.421,0.14,5282,324,244,frame_00826.jpg
827,110.546,0.125,5243,324,244,frame_00827.jpg
828,110.64,0.094,5225,324,244,frame_00828.jpg
829,110.765,0.125,5310,324,244,frame_00829.jpg
830,110.921,0.156,5205,324,244,frame_00830.jpg
831,111.046,0.125,5232,324,244,frame_00831.jpg
832,111.156,0.11,5279,324,244,frame_00832.jpg
833,111.296,0.14,5289,324,244,frame_00833.jpg
834,111.421,0.125,5298,324,244,frame_00834.jpg
835,111.562,0.141,5296,324,244,frame_00835.jpg
836,111.703,0.141,5265,324,244,frame_00836.jpg
837,111.843,0.14,5261,324,244,frame_00837.jpg
838,111.968,0.125,5309,324,244,frame_00838.jpg
839,112.187,0.219,5250,324,244,frame_00839.jpg
840,112.218,0.031,5257,324,244,frame_00840.jpg
841,112.343,0.125,5225,324,244,frame_00841.jpg
842,112.5,0.157,5277,324,244,frame_00842.jpg
843,112.656,0.156,5246,324,244,frame_00843.jpg
844,112.75,0.094,5224,324,244,frame_00844.jpg
845,112.921,0.171,5251,324,244,frame_00845.jpg
846,113.015,0.094,5240,324,244,frame_00846.jpg
847,113.203,0.188,5234,324,244,frame_00847.jpg
848,113.265,0.062,5229,324,244,frame_00848.jpg
849,113.406,0.141,5246,324,244,frame_00849.jpg
850,113.531,0.125,5240,324,244,frame_00850.jpg
851,113.671,0.14,5268,324,244,frame_00851.jpg
852,113.812,0.141,5286,324,244,frame_00852.jpg
853,113.953,0.141,5237,324,244,frame_00853.jpg
854,114.078,0.125,5212,324,244,frame_00854.jpg
855,114.25,0.172,5212,324,244,frame_00855.jpg
856,114.328,0.078,5183,324,244,frame_00856.jpg
857,114.484,0.156,5211,324,244,frame_00857.jpg
858,114.64,0.156,5235,324,244,frame_00858.jpg
859,114.75,0.11,5327,324,244,frame_00859.jpg
860,114.859,0.109,5205,324,244,frame_00860.jpg
861,115.0,0.141,5181,324,244,frame_00861.jpg
862,115.156,0.156,5215,324,244,frame_00862.jpg
863,115.25,0.094,5180,324,244,frame_00863.jpg
864,115.421,0.171,5240,324,244,frame_00864.jpg
865,115.578,0.157,5248,324,244,frame_00865.jpg
866,115.671,0.093,5266,324,244,frame_00866.jpg
867,115.796,0.125,5269,324,244,frame_00867.jpg
868,115.921,0.125,5175,324,244,frame_00868.jpg
869,116.078,0.157,5217,324,244,frame_00869.jpg
870,116.187,0.109,5211,324,244,frame_00870.jpg
871,116.375,0.188,5261,324,244,frame_00871.jpg
872,116.5,0.125,5242,324,244,frame_00872.jpg
873,116.593,0.093,5253,324,244,frame_00873.jpg
874,116.718,0.125,5268,324,244,frame_00874.jpg
875,116.843,0.125,5237,324,244,frame_00875.jpg
876,117.0,0.157,5248,324,244,frame_00876.jpg
877,117.109,0.109,5247,324,244,frame_00877.jpg
878,117.25,0.141,5229,324,244,frame_00878.jpg
879,117.375,0.125,5283,324,244,frame_00879.jpg
880,117.5,0.125,5180,324,244,frame_00880.jpg
881,117.625,0.125,5260,324,244,frame_00881.jpg
882,117.781,0.156,5274,324,244,frame_00882.jpg
883,117.968,0.187,5214,324,244,frame_00883.jpg
884,118.031,0.063,5252,324,244,frame_00884.jpg
885,118.218,0.187,5271,324,244,frame_00885.jpg
886,118.296,0.078,5245,324,244,frame_00886.jpg
887,118.437,0.141,5240,324,244,frame_00887.jpg
888,118.562,0.125,5206,324,244,frame_00888.jpg
889,118.687,0.125,5298,324,244,frame_00889.jpg
890,118.828,0.141,5235,324,244,frame_00890.jpg
891,119.031,0.203,5274,324,244,frame_00891.jpg
892,119.093,0.062,5264,324,244,frame_00892.jpg
893,119.359,0.266,5210,324,244,frame_00893.jpg
894,119.531,0.172,5267,324,244,frame_00894.jpg
895,119.625,0.094,5287,324,244,frame_00895.jpg
896,119.875,0.25,5248,324,244,frame_00896.jpg
897,120.015,0.14,5304,324,244,frame_00897.jpg
898,120.171,0.156,5249,324,244,frame_00898.jpg
899,120.281,0.11,5230,324,244,frame_00899.jpg
900,120.468,0.187,5237,324,244,frame_00900.jpg
901,120.531,0.063,5273,324,244,frame_00901.jpg
902,120.671,0.14,5261,324,244,frame_00902.jpg
903,120.812,0.141,5298,324,244,frame_00903.jpg
904,120.937,0.125,5224,324,244,frame_00904.jpg
905,121.062,0.125,5205,324,244,frame_00905.jpg
906,121.203,0.141,5277,324,244,frame_00906.jpg
907,121.406,0.203,5246,324,244,frame_00907.jpg
908,121.515,0.109,5250,324,244,frame_00908.jpg
909,121.609,0.094,5277,324,244,frame_00909.jpg
910,121.734,0.125,5223,324,244,frame_00910.jpg
911,121.859,0.125,5196,324,244,frame_00911.jpg
912,122.062,0.203,5258,324,244,frame_00912.jpg
913,122.125,0.063,5200,324,244,frame_00913.jpg
914,122.25,0.125,5212,324,244,frame_00914.jpg
915,122.39,0.14,5238,324,244,frame_00915.jpg
916,122.531,0.141,5269,324,244,frame_00916.jpg
917,122.687,0.156,5214,324,244,frame_00917.jpg
918,122.781,0.094,5295,324,244,frame_00918.jpg
919,122.921,0.14,5253,324,244,frame_00919.jpg
920,123.093,0.172,5265,324,244,frame_00920.jpg
921,123.187,0.094,5203,324,244,frame_00921.jpg
922,123.312,0.125,5239,324,244,frame_00922.jpg
923,123.437,0.125,5225,324,244,frame_00923.jpg
924,123.593,0.156,5273,324,244,frame_00924.jpg
925,123.703,0.11,5266,324,244,frame_00925.jpg
926,123.859,0.156,5269,324,244,frame_00926.jpg
927,124.031,0.172,5246,324,244,frame_00927.jpg
928,124.109,0.078,5213,324,244,frame_00928.jpg
929,124.234,0.125,5219,324,244,frame_00929.jpg
930,124.375,0.141,5258,324,244,frame_00930.jpg
931,124.562,0.187,5230,324,244,frame_00931.jpg
932,124.625,0.063,5241,324,244,frame_00932.jpg
933,124.765,0.14,5260,324,244,frame_00933.jpg
934,124.906,0.141,5236,324,244,frame_00934.jpg
935,125.031,0.125,5240,324,244,frame_00935.jpg
936,125.156,0.125,5184,324,244,frame_00936.jpg
937,125.343,0.187,5236,324,244,frame_00937.jpg
938,125.421,0.078,5271,324,244,frame_00938.jpg
939,125.609,0.188,5175,324,244,frame_00939.jpg
940,125.703,0.094,5215,324,244,frame_00940.jpg
941,125.859,0.156,5326,324,244,frame_00941.jpg
942,125.953,0.094,5225,324,244,frame_00942.jpg
943,126.093,0.14,5280,324,244,frame_00943.jpg
944,126.218,0.125,5224,324,244,frame_00944.jpg
945,126.39,0.172,5215,324,244,frame_00945.jpg
946,126.484,0.094,5165,324,244,frame_00946.jpg
947,126.625,0.141,5280,324,244,frame_00947.jpg
948,126.75,0.125,5267,324,244,frame_00948.jpg
949,126.875,0.125,5242,324,244,frame_00949.jpg
950,127.015,0.14,5248,324,244,frame_00950.jpg
951,127.187,0.172,5226,324,244,frame_00951.jpg
952,127.265,0.078,5178,324,244,frame_00952.jpg
953,127.437,0.172,5284,324,244,frame_00953.jpg
954,127.531,0.094,5237,324,244,frame_00954.jpg
955,127.671,0.14,5205,324,244,frame_00955.jpg
956,127.812,0.141,5199,324,244,frame_00956.jpg
957,127.953,0.141,5260,324,244,frame_00957.jpg
958,128.062,0.109,5222,324,244,frame_00958.jpg
959,128.25,0.188,5211,324,244,frame_00959.jpg
960,128.343,0.093,5319,324,244,frame_00960.jpg
961,128.5,0.157,5240,324,244,frame_00961.jpg
962,128.671,0.171,5263,324,244,frame_00962.jpg
963,128.765,0.094,5253,324,244,frame_00963.jpg
964,128.875,0.11,5220,324,244,frame_00964.jpg
965,129.0,0.125,5169,324,244,frame_00965.jpg
966,129.125,0.125,5247,324,244,frame_00966.jpg
967,129.25,0.125,5223,324,244,frame_00967.jpg
968,129.39,0.14,5232,324,244,frame_00968.jpg
969,129.562,0.172,5246,324,244,frame_00969.jpg
970,129.687,0.125,5275,324,244,frame_00970.jpg
971,129.796,0.109,5201,324,244,frame_00971.jpg
972,129.921,0.125,5315,324,244,frame_00972.jpg
973,130.046,0.125,5197,324,244,frame_00973.jpg
974,130.203,0.157,5234,324,244,frame_00974.jpg
975,130.312,0.109,5265,324,244,frame_00975.jpg
976,130.437,0.125,5236,324,244,frame_00976.jpg
977,130.578,0.141,5310,324,244,frame_00977.jpg
978,130.718,0.14,5255,324,244,frame_00978.jpg
979,130.843,0.125,5243,324,244,frame_00979.jpg
980,130.968,0.125,5213,324,244,frame_00980.jpg
981,131.156,0.188,5256,324,244,frame_00981.jpg
982,131.281,0.125,5192,324,244,frame_00982.jpg
983,131.375,0.094,5271,324,244,frame_00983.jpg
984,131.546,0.171,5253,324,244,frame_00984.jpg
985,131.625,0.079,5279,324,244,frame_00985.jpg
986,131.812,0.187,5233,324,244,frame_00986.jpg
987,131.89,0.078,5218,324,244,frame_00987.jpg
988,132.031,0.141,5226,324,244,frame_00988.jpg
989,132.171,0.14,5280,324,244,frame_00989.jpg
990,132.343,0.172,5250,324,244,frame_00990.jpg
991,132.421,0.078,5159,324,244,frame_00991.jpg
992,132.609,0.188,5194,324,244,frame_00992.jpg
993,132.687,0.078,5209,324,244,frame_00993.jpg
994,132.828,0.141,5231,324,244,frame_00994.jpg
995,132.953,0.125,5216,324,244,frame_00995.jpg
996,133.093,0.14,5271,324,244,frame_00996.jpg
997,133.265,0.172,5239,324,244,frame_00997.jpg
998,133.343,0.078,5232,324,244,frame_00998.jpg
999,133.484,0.141,5249,324,244,frame_00999.jpg
1000,133.609,0.125,5213,324,244,frame_01000.jpg
1001,133.75,0.141,5189,324,244,frame_01001.jpg
1002,133.875,0.125,5226,324,244,frame_01002.jpg
1003,134.015,0.14,5240,324,244,frame_01003.jpg
1004,134.187,0.172,5186,324,244,frame_01004.jpg
1005,134.312,0.125,5269,324,244,frame_01005.jpg
1006,134.406,0.094,5189,324,244,frame_01006.jpg
1007,134.593,0.187,5199,324,244,frame_01007.jpg
1008,134.671,0.078,5213,324,244,frame_01008.jpg
1009,134.812,0.141,5222,324,244,frame_01009.jpg
1010,134.984,0.172,5327,324,244,frame_01010.jpg
1011,135.062,0.078,5202,324,244,frame_01011.jpg
1012,135.25,0.188,5239,324,244,frame_01012.jpg
1013,135.375,0.125,5261,324,244,frame_01013.jpg
1014,135.515,0.14,5286,324,244,frame_01014.jpg
1015,135.593,0.078,5216,324,244,frame_01015.jpg
1016,135.734,0.141,5267,324,244,frame_01016.jpg
1017,135.859,0.125,5227,324,244,frame_01017.jpg
1018,135.984,0.125,5223,324,244,frame_01018.jpg
1019,136.171,0.187,5271,324,244,frame_01019.jpg
1020,136.25,0.079,5264,324,244,frame_01020.jpg
1021,136.39,0.14,5212,324,244,frame_01021.jpg
1022,136.515,0.125,5162,324,244,frame_01022.jpg
1023,136.656,0.141,5272,324,244,frame_01023.jpg
1024,136.843,0.187,5226,324,244,frame_01024.jpg
1025,136.921,0.078,5187,324,244,frame_01025.jpg
1026,137.171,0.25,5214,324,244,frame_01026.jpg
1027,137.312,0.141,5256,324,244,frame_01027.jpg
1028,137.437,0.125,5255,324,244,frame_01028.jpg
1029,137.562,0.125,5234,324,244,frame_01029.jpg
1030,139.437,1.875,5247,324,244,frame_01030.jpg
1031,139.437,0.0,5231,324,244,frame_01031.jpg
1032,139.437,0.0,5238,324,244,frame_01032.jpg
