frame_index,t_rel_s,interval_s,size_bytes,width,height,file
63,8.421,0.125,6027,324,244,frame_00063.jpg
64,8.546,0.125,6029,324,244,frame_00064.jpg
65,8.687,0.141,6001,324,244,frame_00065.jpg
66,8.812,0.125,6069,324,244,frame_00066.jpg
67,8.906,0.094,6015,324,244,frame_00067.jpg
68,9.062,0.156,6012,324,244,frame_00068.jpg
69,9.359,0.297,6047,324,244,frame_00069.jpg
70,9.468,0.109,6067,324,244,frame_00070.jpg
71,9.609,0.141,6066,324,244,frame_00071.jpg
72,9.75,0.141,5994,324,244,frame_00072.jpg
73,9.843,0.093,6071,324,244,frame_00073.jpg
74,10.015,0.172,6039,324,244,frame_00074.jpg
75,10.14,0.125,6110,324,244,frame_00075.jpg
76,10.281,0.141,6086,324,244,frame_00076.jpg
77,10.359,0.078,6073,324,244,frame_00077.jpg
78,10.546,0.187,6001,324,244,frame_00078.jpg
79,10.687,0.141,6058,324,244,frame_00079.jpg
80,10.812,0.125,6071,324,244,frame_00080.jpg
81,10.937,0.125,5995,324,244,frame_00081.jpg
82,11.062,0.125,6027,324,244,frame_00082.jpg
83,11.203,0.141,6042,324,244,frame_00083.jpg
84,11.281,0.078,6069,324,244,frame_00084.jpg
85,11.484,0.203,6086,324,244,frame_00085.jpg
86,11.546,0.062,6016,324,244,frame_00086.jpg
87,11.718,0.172,5991,324,244,frame_00087.jpg
88,11.859,0.141,6113,324,244,frame_00088.jpg
89,11.968,0.109,6075,324,244,frame_00089.jpg
90,12.125,0.157,6050,324,244,frame_00090.jpg
91,12.265,0.14,6042,324,244,frame_00091.jpg
92,12.359,0.094,6022,324,244,frame_00092.jpg
93,12.531,0.172,6093,324,244,frame_00093.jpg
94,12.671,0.14,6096,324,244,frame_00094.jpg
95,12.781,0.11,6098,324,244,frame_00095.jpg
96,12.921,0.14,6081,324,244,frame_00096.jpg
97,13.046,0.125,6055,324,244,frame_00097.jpg
98,13.218,0.172,5988,324,244,frame_00098.jpg
99,13.281,0.063,5857,324,244,frame_00099.jpg
100,13.453,0.172,5658,324,244,frame_00100.jpg
101,13.593,0.14,6349,324,244,frame_00101.jpg
102,13.718,0.125,6496,324,244,frame_00102.jpg
103,13.859,0.141,6497,324,244,frame_00103.jpg
104,13.937,0.078,6549,324,244,frame_00104.jpg
105,14.109,0.172,6593,324,244,frame_00105.jpg
106,14.25,0.141,6537,324,244,frame_00106.jpg
107,14.39,0.14,6631,324,244,frame_00107.jpg
108,14.515,0.125,6574,324,244,frame_00108.jpg
109,14.656,0.141,6478,324,244,frame_00109.jpg
110,14.734,0.078,6573,324,244,frame_00110.jpg
111,14.906,0.172,6560,324,244,frame_00111.jpg
112,15.046,0.14,6544,324,244,frame_00112.jpg
113,15.171,0.125,6551,324,244,frame_00113.jpg
114,15.312,0.141,6560,324,244,frame_00114.jpg
115,15.468,0.156,6479,324,244,frame_00115.jpg
116,15.578,0.11,6540,324,244,frame_00116.jpg
117,15.718,0.14,6575,324,244,frame_00117.jpg
118,15.843,0.125,6541,324,244,frame_00118.jpg
119,15.984,0.141,6607,324,244,frame_00119.jpg
120,16.125,0.141,6631,324,244,frame_00120.jpg
121,16.234,0.109,6531,324,244,frame_00121.jpg
122,16.39,0.156,6505,324,244,frame_00122.jpg
123,16.515,0.125,6544,324,244,frame_00123.jpg
124,16.656,0.141,6561,324,244,frame_00124.jpg
125,16.734,0.078,6529,324,244,frame_00125.jpg
126,16.921,0.187,6515,324,244,frame_00126.jpg
127,17.046,0.125,6612,324,244,frame_00127.jpg
128,17.125,0.079,6529,324,244,frame_00128.jpg
129,17.312,0.187,6564,324,244,frame_00129.jpg
130,17.437,0.125,6544,324,244,frame_00130.jpg
131,17.578,0.141,6498,324,244,frame_00131.jpg
132,17.703,0.125,6511,324,244,frame_00132.jpg
133,17.843,0.14,6513,324,244,frame_00133.jpg
134,17.921,0.078,6435,324,244,frame_00134.jpg
135,18.125,0.204,6462,324,244,frame_00135.jpg
136,18.234,0.109,6484,324,244,frame_00136.jpg
137,18.328,0.094,6417,324,244,frame_00137.jpg
138,18.453,0.125,6188,324,244,frame_00138.jpg
139,18.625,0.172,5157,324,244,frame_00139.jpg
140,18.734,0.109,4935,324,244,frame_00140.jpg
141,18.906,0.172,5986,324,244,frame_00141.jpg
142,19.046,0.14,5948,324,244,frame_00142.jpg
143,19.203,0.157,5936,324,244,frame_00143.jpg
144,19.265,0.062,5828,324,244,frame_00144.jpg
145,19.453,0.188,6040,324,244,frame_00145.jpg
146,19.578,0.125,6530,324,244,frame_00146.jpg
147,19.687,0.109,5770,324,244,frame_00147.jpg
148,19.796,0.109,5126,324,244,frame_00148.jpg
149,20.125,0.329,5520,324,244,frame_00149.jpg
150,20.218,0.093,5748,324,244,frame_00150.jpg
151,20.375,0.157,6097,324,244,frame_00151.jpg
152,20.484,0.109,6274,324,244,frame_00152.jpg
153,20.656,0.172,6013,324,244,frame_00153.jpg
154,20.765,0.109,6065,324,244,frame_00154.jpg
155,20.875,0.11,5815,324,244,frame_00155.jpg
156,20.984,0.109,5710,324,244,frame_00156.jpg
157,21.109,0.125,5478,324,244,frame_00157.jpg
158,21.281,0.172,5415,324,244,frame_00158.jpg
159,21.375,0.094,5094,324,244,frame_00159.jpg
160,21.5,0.125,5156,324,244,frame_00160.jpg
161,21.625,0.125,5407,324,244,frame_00161.jpg
162,21.828,0.203,5808,324,244,frame_00162.jpg
163,21.906,0.078,5354,324,244,frame_00163.jpg
164,22.031,0.125,5026,324,244,frame_00164.jpg
165,22.187,0.156,4984,324,244,frame_00165.jpg
166,22.296,0.109,5103,324,244,frame_00166.jpg
167,22.421,0.125,5490,324,244,frame_00167.jpg
168,22.609,0.188,5867,324,244,frame_00168.jpg
169,22.687,0.078,5500,324,244,frame_00169.jpg
170,22.859,0.172,5027,324,244,frame_00170.jpg
171,23.0,0.141,4831,324,244,frame_00171.jpg
172,23.078,0.078,4920,324,244,frame_00172.jpg
173,23.218,0.14,4853,324,244,frame_00173.jpg
174,23.359,0.141,4494,324,244,frame_00174.jpg
175,23.531,0.172,3911,324,244,frame_00175.jpg
176,23.656,0.125,3798,324,244,frame_00176.jpg
177,23.781,0.125,3838,324,244,frame_00177.jpg
178,23.906,0.125,3872,324,244,frame_00178.jpg
179,24.046,0.14,3693,324,244,frame_00179.jpg
180,24.187,0.141,4061,324,244,frame_00180.jpg
181,24.281,0.094,4529,324,244,frame_00181.jpg
182,24.406,0.125,4514,324,244,frame_00182.jpg
183,24.531,0.125,4594,324,244,frame_00183.jpg
184,24.671,0.14,4711,324,244,frame_00184.jpg
185,24.796,0.125,4702,324,244,frame_00185.jpg
186,24.937,0.141,4780,324,244,frame_00186.jpg
187,25.062,0.125,4775,324,244,frame_00187.jpg
188,25.187,0.125,4780,324,244,frame_00188.jpg
189,25.312,0.125,4726,324,244,frame_00189.jpg
190,25.484,0.172,4786,324,244,frame_00190.jpg
191,25.578,0.094,4540,324,244,frame_00191.jpg
192,25.718,0.14,4777,324,244,frame_00192.jpg
193,25.843,0.125,4848,324,244,frame_00193.jpg
194,25.984,0.141,4875,324,244,frame_00194.jpg
195,26.109,0.125,4879,324,244,frame_00195.jpg
196,26.234,0.125,4929,324,244,frame_00196.jpg
197,26.375,0.141,4968,324,244,frame_00197.jpg
198,26.5,0.125,5148,324,244,frame_00198.jpg
199,26.656,0.156,5056,324,244,frame_00199.jpg
200,26.781,0.125,5123,324,244,frame_00200.jpg
201,26.906,0.125,5191,324,244,frame_00201.jpg
202,27.046,0.14,5194,324,244,frame_00202.jpg
203,27.187,0.141,5200,324,244,frame_00203.jpg
204,27.39,0.203,5209,324,244,frame_00204.jpg
205,27.421,0.031,5194,324,244,frame_00205.jpg
206,27.562,0.141,5314,324,244,frame_00206.jpg
207,27.703,0.141,5243,324,244,frame_00207.jpg
208,27.828,0.125,5273,324,244,frame_00208.jpg
209,27.968,0.14,5299,324,244,frame_00209.jpg
210,28.093,0.125,5309,324,244,frame_00210.jpg
211,28.218,0.125,5179,324,244,frame_00211.jpg
212,28.359,0.141,5267,324,244,frame_00212.jpg
213,28.546,0.187,5342,324,244,frame_00213.jpg
214,28.625,0.079,5284,324,244,frame_00214.jpg
215,28.796,0.171,5322,324,244,frame_00215.jpg
216,28.89,0.094,5270,324,244,frame_00216.jpg
217,29.031,0.141,5272,324,244,frame_00217.jpg
218,29.14,0.109,5314,324,244,frame_00218.jpg
219,29.281,0.141,5273,324,244,frame_00219.jpg
220,29.421,0.14,5299,324,244,frame_00220.jpg
221,29.562,0.141,5277,324,244,frame_00221.jpg
222,29.687,0.125,5189,324,244,frame_00222.jpg
223,29.812,0.125,5267,324,244,frame_00223.jpg
224,30.078,0.266,5269,324,244,frame_00224.jpg
225,30.203,0.125,5270,324,244,frame_00225.jpg
226,30.39,0.187,5308,324,244,frame_00226.jpg
227,30.468,0.078,5292,324,244,frame_00227.jpg
228,30.593,0.125,5275,324,244,frame_00228.jpg
229,30.734,0.141,5243,324,244,frame_00229.jpg
230,30.875,0.141,5254,324,244,frame_00230.jpg
231,31.062,0.187,5312,324,244,frame_00231.jpg
232,31.14,0.078,5320,324,244,frame_00232.jpg
233,31.281,0.141,5298,324,244,frame_00233.jpg
234,31.406,0.125,5245,324,244,frame_00234.jpg
235,31.515,0.109,5306,324,244,frame_00235.jpg
236,31.671,0.156,5227,324,244,frame_00236.jpg
237,31.796,0.125,5304,324,244,frame_00237.jpg
238,31.921,0.125,5270,324,244,frame_00238.jpg
239,32.109,0.188,5250,324,244,frame_00239.jpg
240,32.203,0.094,5271,324,244,frame_00240.jpg
241,32.312,0.109,5223,324,244,frame_00241.jpg
242,32.453,0.141,5318,324,244,frame_00242.jpg
243,32.578,0.125,5209,324,244,frame_00243.jpg
244,32.718,0.14,5326,324,244,frame_00244.jpg
245,32.843,0.125,5236,324,244,frame_00245.jpg
246,33.031,0.188,5305,324,244,frame_00246.jpg
247,33.125,0.094,5238,324,244,frame_00247.jpg
248,33.265,0.14,5249,324,244,frame_00248.jpg
249,33.437,0.172,5243,324,244,frame_00249.jpg
250,33.5,0.063,5296,324,244,frame_00250.jpg
251,33.64,0.14,5231,324,244,frame_00251.jpg
252,33.781,0.141,5274,324,244,frame_00252.jpg
253,33.937,0.156,5306,324,244,frame_00253.jpg
254,34.046,0.109,5272,324,244,frame_00254.jpg
255,34.156,0.11,5285,324,244,frame_00255.jpg
256,34.312,0.156,5253,324,244,frame_00256.jpg
257,34.453,0.141,5296,324,244,frame_00257.jpg
258,34.578,0.125,5308,324,244,frame_00258.jpg
259,34.75,0.172,5287,324,244,frame_00259.jpg
260,34.828,0.078,5309,324,244,frame_00260.jpg
261,34.968,0.14,5286,324,244,frame_00261.jpg
262,35.093,0.125,5286,324,244,frame_00262.jpg
263,35.234,0.141,5315,324,244,frame_00263.jpg
264,35.359,0.125,5297,324,244,frame_00264.jpg
265,35.484,0.125,5213,324,244,frame_00265.jpg
266,35.64,0.156,5289,324,244,frame_00266.jpg
267,35.75,0.11,5353,324,244,frame_00267.jpg
268,35.89,0.14,5249,324,244,frame_00268.jpg
269,36.046,0.156,5324,324,244,frame_00269.jpg
270,36.203,0.157,5269,324,244,frame_00270.jpg
271,36.312,0.109,5295,324,244,frame_00271.jpg
272,36.406,0.094,5313,324,244,frame_00272.jpg
273,36.609,0.203,5297,324,244,frame_00273.jpg
274,36.718,0.109,5195,324,244,frame_00274.jpg
275,36.812,0.094,5268,324,244,frame_00275.jpg
276,36.937,0.125,5273,324,244,frame_00276.jpg
277,37.078,0.141,5346,324,244,frame_00277.jpg
278,37.218,0.14,5200,324,244,frame_00278.jpg
279,37.375,0.157,5302,324,244,frame_00279.jpg
280,37.515,0.14,5282,324,244,frame_00280.jpg
281,37.656,0.141,5286,324,244,frame_00281.jpg
282,37.75,0.094,5246,324,244,frame_00282.jpg
283,37.875,0.125,5250,324,244,frame_00283.jpg
284,38.062,0.187,5339,324,244,frame_00284.jpg
285,38.14,0.078,5278,324,244,frame_00285.jpg
286,38.265,0.125,5293,324,244,frame_00286.jpg
287,38.39,0.125,5284,324,244,frame_00287.jpg
288,38.515,0.125,5290,324,244,frame_00288.jpg
289,38.671,0.156,5254,324,244,frame_00289.jpg
290,38.781,0.11,5322,324,244,frame_00290.jpg
291,38.921,0.14,5326,324,244,frame_00291.jpg
292,39.093,0.172,5330,324,244,frame_00292.jpg
293,39.218,0.125,5264,324,244,frame_00293.jpg
294,39.312,0.094,5361,324,244,frame_00294.jpg
295,39.484,0.172,5288,324,244,frame_00295.jpg
296,39.578,0.094,5302,324,244,frame_00296.jpg
297,39.75,0.172,5290,324,244,frame_00297.jpg
298,39.843,0.093,5292,324,244,frame_00298.jpg
299,39.984,0.141,5301,324,244,frame_00299.jpg
300,40.156,0.172,5328,324,244,frame_00300.jpg
301,40.296,0.14,5357,324,244,frame_00301.jpg
302,40.5,0.204,5265,324,244,frame_00302.jpg
303,40.671,0.171,5266,324,244,frame_00303.jpg
304,40.812,0.141,5290,324,244,frame_00304.jpg
305,40.906,0.094,5291,324,244,frame_00305.jpg
306,41.031,0.125,5255,324,244,frame_00306.jpg
307,41.218,0.187,5251,324,244,frame_00307.jpg
308,41.375,0.157,5329,324,244,frame_00308.jpg
309,41.5,0.125,5283,324,244,frame_00309.jpg
310,41.625,0.125,5284,324,244,frame_00310.jpg
311,41.75,0.125,5245,324,244,frame_00311.jpg
312,41.828,0.078,5271,324,244,frame_00312.jpg
313,41.968,0.14,5260,324,244,frame_00313.jpg
314,42.093,0.125,5223,324,244,frame_00314.jpg
315,42.296,0.203,5231,324,244,frame_00315.jpg
316,42.359,0.063,5269,324,244,frame_00316.jpg
317,42.484,0.125,5320,324,244,frame_00317.jpg
318,42.656,0.172,5271,324,244,frame_00318.jpg
319,42.765,0.109,5273,324,244,frame_00319.jpg
320,42.89,0.125,5268,324,244,frame_00320.jpg
321,43.031,0.141,5253,324,244,frame_00321.jpg
322,43.156,0.125,5243,324,244,frame_00322.jpg
323,43.281,0.125,5272,324,244,frame_00323.jpg
324,43.421,0.14,5350,324,244,frame_00324.jpg
325,43.562,0.141,5261,324,244,frame_00325.jpg
326,43.671,0.109,5329,324,244,frame_00326.jpg
327,43.796,0.125,5297,324,244,frame_00327.jpg
328,43.937,0.141,5243,324,244,frame_00328.jpg
329,44.093,0.156,5280,324,244,frame_00329.jpg
330,44.25,0.157,5297,324,244,frame_00330.jpg
331,44.343,0.093,5295,324,244,frame_00331.jpg
332,44.468,0.125,5338,324,244,frame_00332.jpg
333,44.593,0.125,5301,324,244,frame_00333.jpg
334,44.734,0.141,5227,324,244,frame_00334.jpg
335,44.859,0.125,5293,324,244,frame_00335.jpg
336,45.015,0.156,5260,324,244,frame_00336.jpg
337,45.125,0.11,5157,324,244,frame_00337.jpg
338,45.296,0.171,5271,324,244,frame_00338.jpg
339,45.421,0.125,5258,324,244,frame_00339.jpg
340,45.515,0.094,5284,324,244,frame_00340.jpg
341,45.687,0.172,5225,324,244,frame_00341.jpg
342,45.796,0.109,5269,324,244,frame_00342.jpg
343,45.937,0.141,5294,324,244,frame_00343.jpg
344,46.062,0.125,5309,324,244,frame_00344.jpg
345,46.187,0.125,5266,324,244,frame_00345.jpg
346,46.343,0.156,5283,324,244,frame_00346.jpg
347,46.453,0.11,5324,324,244,frame_00347.jpg
348,46.593,0.14,5260,324,244,frame_00348.jpg
349,46.718,0.125,5317,324,244,frame_00349.jpg
350,46.843,0.125,5231,324,244,frame_00350.jpg
351,46.984,0.141,5312,324,244,frame_00351.jpg
352,47.109,0.125,5279,324,244,frame_00352.jpg
353,47.265,0.156,5273,324,244,frame_00353.jpg
354,47.375,0.11,5297,324,244,frame_00354.jpg
355,47.546,0.171,5255,324,244,frame_00355.jpg
356,47.671,0.125,5253,324,244,frame_00356.jpg
357,47.781,0.11,5227,324,244,frame_00357.jpg
358,47.906,0.125,5341,324,244,frame_00358.jpg
359,48.031,0.125,5300,324,244,frame_00359.jpg
360,48.187,0.156,5307,324,244,frame_00360.jpg
361,48.312,0.125,5330,324,244,frame_00361.jpg
362,48.437,0.125,5304,324,244,frame_00362.jpg
363,48.562,0.125,5304,324,244,frame_00363.jpg
364,48.703,0.141,5249,324,244,frame_00364.jpg
365,48.89,0.187,5256,324,244,frame_00365.jpg
366,48.968,0.078,5255,324,244,frame_00366.jpg
367,49.093,0.125,5300,324,244,frame_00367.jpg
368,49.218,0.125,5298,324,244,frame_00368.jpg
369,49.359,0.141,5289,324,244,frame_00369.jpg
370,49.515,0.156,5331,324,244,frame_00370.jpg
371,49.625,0.11,5326,324,244,frame_00371.jpg
372,49.765,0.14,5293,324,244,frame_00372.jpg
373,49.89,0.125,5306,324,244,frame_00373.jpg
374,50.031,0.141,5280,324,244,frame_00374.jpg
375,50.156,0.125,5287,324,244,frame_00375.jpg
376,50.328,0.172,5354,324,244,frame_00376.jpg
377,50.437,0.109,5277,324,244,frame_00377.jpg
378,50.546,0.109,5296,324,244,frame_00378.jpg
379,50.671,0.125,5307,324,244,frame_00379.jpg
380,50.812,0.141,5282,324,244,frame_00380.jpg
381,50.953,0.141,5281,324,244,frame_00381.jpg
382,51.078,0.125,5349,324,244,frame_00382.jpg
383,51.203,0.125,5311,324,244,frame_00383.jpg
384,51.359,0.156,5262,324,244,frame_00384.jpg
385,51.468,0.109,5262,324,244,frame_00385.jpg
386,51.593,0.125,5305,324,244,frame_00386.jpg
387,51.734,0.141,5305,324,244,frame_00387.jpg
388,51.875,0.141,5236,324,244,frame_00388.jpg
389,52.0,0.125,5310,324,244,frame_00389.jpg
390,52.125,0.125,5301,324,244,frame_00390.jpg
391,52.265,0.14,5275,324,244,frame_00391.jpg
392,52.39,0.125,5244,324,244,frame_00392.jpg
393,52.578,0.188,5330,324,244,frame_00393.jpg
394,52.687,0.109,5268,324,244,frame_00394.jpg
395,52.796,0.109,5365,324,244,frame_00395.jpg
396,52.921,0.125,5314,324,244,frame_00396.jpg
397,53.062,0.141,5333,324,244,frame_00397.jpg
398,53.187,0.125,5307,324,244,frame_00398.jpg
399,53.312,0.125,5260,324,244,frame_00399.jpg
400,53.484,0.172,5298,324,244,frame_00400.jpg
401,53.625,0.141,5295,324,244,frame_00401.jpg
402,53.718,0.093,5292,324,244,frame_00402.jpg
403,53.843,0.125,5292,324,244,frame_00403.jpg
404,53.984,0.141,5247,324,244,frame_00404.jpg
405,54.14,0.156,5240,324,244,frame_00405.jpg
406,54.296,0.156,5294,324,244,frame_00406.jpg
407,54.39,0.094,5301,324,244,frame_00407.jpg
408,54.546,0.156,5276,324,244,frame_00408.jpg
409,54.656,0.11,5288,324,244,frame_00409.jpg
410,54.765,0.109,5290,324,244,frame_00410.jpg
411,54.906,0.141,5267,324,244,frame_00411.jpg
412,55.046,0.14,5246,324,244,frame_00412.jpg
413,55.171,0.125,5267,324,244,frame_00413.jpg
414,55.296,0.125,5234,324,244,frame_00414.jpg
415,55.437,0.141,5305,324,244,frame_00415.jpg
416,55.687,0.25,5224,324,244,frame_00416.jpg
417,55.89,0.203,5243,324,244,frame_00417.jpg
418,55.968,0.078,5314,324,244,frame_00418.jpg
419,56.093,0.125,5225,324,244,frame_00419.jpg
420,56.218,0.125,5312,324,244,frame_00420.jpg
421,56.359,0.141,5268,324,244,frame_00421.jpg
422,56.5,0.141,5264,324,244,frame_00422.jpg
423,56.625,0.125,5263,324,244,frame_00423.jpg
424,56.781,0.156,5306,324,244,frame_00424.jpg
425,56.89,0.109,5257,324,244,frame_00425.jpg
426,57.015,0.125,5353,324,244,frame_00426.jpg
427,57.14,0.125,5344,324,244,frame_00427.jpg
428,57.312,0.172,5291,324,244,frame_00428.jpg
429,57.421,0.109,5313,324,244,frame_00429.jpg
430,57.562,0.141,5294,324,244,frame_00430.jpg
431,57.703,0.141,5290,324,244,frame_00431.jpg
432,57.828,0.125,5350,324,244,frame_00432.jpg
433,58.109,0.281,5206,324,244,frame_00433.jpg
434,58.218,0.109,5273,324,244,frame_00434.jpg
435,58.359,0.141,5319,324,244,frame_00435.jpg
436,58.515,0.156,5245,324,244,frame_00436.jpg
437,58.625,0.11,5303,324,244,frame_00437.jpg
438,58.734,0.109,5330,324,244,frame_00438.jpg
439,58.937,0.203,5316,324,244,frame_00439.jpg
440,59.046,0.109,5269,324,244,frame_00440.jpg
441,59.14,0.094,5284,324,244,frame_00441.jpg
442,59.265,0.125,5284,324,244,frame_00442.jpg
443,59.406,0.141,5275,324,244,frame_00443.jpg
444,59.546,0.14,5259,324,244,frame_00444.jpg
445,59.656,0.11,5308,324,244,frame_00445.jpg
446,59.859,0.203,5307,324,244,frame_00446.jpg
447,59.953,0.094,5294,324,244,frame_00447.jpg
448,60.078,0.125,5220,324,244,frame_00448.jpg
449,60.187,0.109,5295,324,244,frame_00449.jpg
450,60.312,0.125,5253,324,244,frame_00450.jpg
451,60.453,0.141,5206,324,244,frame_00451.jpg
452,60.593,0.14,5271,324,244,frame_00452.jpg
453,60.765,0.172,5371,324,244,frame_00453.jpg
454,60.875,0.11,5264,324,244,frame_00454.jpg
455,60.984,0.109,5250,324,244,frame_00455.jpg
456,61.156,0.172,5252,324,244,frame_00456.jpg
457,61.25,0.094,5276,324,244,frame_00457.jpg
458,61.39,0.14,5188,324,244,frame_00458.jpg
459,61.515,0.125,5304,324,244,frame_00459.jpg
460,61.64,0.125,5252,324,244,frame_00460.jpg
461,61.765,0.125,5281,324,244,frame_00461.jpg
462,61.906,0.141,5336,324,244,frame_00462.jpg
463,62.031,0.125,5236,324,244,frame_00463.jpg
464,62.25,0.219,5271,324,244,frame_00464.jpg
465,62.359,0.109,5298,324,244,frame_00465.jpg
466,62.437,0.078,5302,324,244,frame_00466.jpg
467,62.609,0.172,5261,324,244,frame_00467.jpg
468,62.718,0.109,5213,324,244,frame_00468.jpg
469,62.828,0.11,5344,324,244,frame_00469.jpg
470,62.968,0.14,5285,324,244,frame_00470.jpg
471,63.093,0.125,5234,324,244,frame_00471.jpg
472,63.234,0.141,5310,324,244,frame_00472.jpg
473,63.375,0.141,5168,324,244,frame_00473.jpg
474,63.546,0.171,5360,324,244,frame_00474.jpg
475,63.671,0.125,5255,324,244,frame_00475.jpg
476,63.75,0.079,5250,324,244,frame_00476.jpg
477,63.89,0.14,5269,324,244,frame_00477.jpg
478,64.015,0.125,5286,324,244,frame_00478.jpg
479,64.156,0.141,5218,324,244,frame_00479.jpg
480,64.281,0.125,5270,324,244,frame_00480.jpg
481,64.421,0.14,5244,324,244,frame_00481.jpg
482,64.562,0.141,5254,324,244,frame_00482.jpg
483,64.671,0.109,5260,324,244,frame_00483.jpg
484,64.812,0.141,5291,324,244,frame_00484.jpg
485,64.937,0.125,5280,324,244,frame_00485.jpg
486,65.078,0.141,5303,324,244,frame_00486.jpg
487,65.265,0.187,5291,324,244,frame_00487.jpg
488,65.343,0.078,5321,324,244,frame_00488.jpg
489,65.5,0.157,5260,324,244,frame_00489.jpg
490,65.593,0.093,5312,324,244,frame_00490.jpg
491,65.781,0.188,5262,324,244,frame_00491.jpg
492,65.859,0.078,5287,324,244,frame_00492.jpg
493,66.0,0.141,5234,324,244,frame_00493.jpg
494,66.171,0.171,5307,324,244,frame_00494.jpg
495,66.265,0.094,5217,324,244,frame_00495.jpg
496,66.406,0.141,5270,324,244,frame_00496.jpg
497,66.578,0.172,5274,324,244,frame_00497.jpg
498,66.718,0.14,5336,324,244,frame_00498.jpg
499,66.828,0.11,5236,324,244,frame_00499.jpg
500,66.921,0.093,5289,324,244,frame_00500.jpg
501,67.093,0.172,5283,324,244,frame_00501.jpg
502,67.234,0.141,5286,324,244,frame_00502.jpg
503,67.328,0.094,5236,324,244,frame_00503.jpg
504,67.453,0.125,5312,324,244,frame_00504.jpg
505,67.578,0.125,5271,324,244,frame_00505.jpg
506,67.765,0.187,5302,324,244,frame_00506.jpg
507,67.843,0.078,5211,324,244,frame_00507.jpg
508,68.031,0.188,5369,324,244,frame_00508.jpg
509,68.156,0.125,5288,324,244,frame_00509.jpg
510,68.265,0.109,5330,324,244,frame_00510.jpg
511,68.375,0.11,5307,324,244,frame_00511.jpg
512,68.546,0.171,5284,324,244,frame_00512.jpg
513,68.687,0.141,5247,324,244,frame_00513.jpg
514,68.781,0.094,5267,324,244,frame_00514.jpg
515,68.968,0.187,5236,324,244,frame_00515.jpg
516,69.078,0.11,5275,324,244,frame_00516.jpg
